"SLFCHG01","SLFCHG02","SLFCHG03","SLFCHG04","SLFCHG09","CSSRAT01","CSSRAT07","SUCCESS4","SUCCESS7","SATIS13","SATIS01","SATIS02","SATIS07","SATIS15","SATIS25","SATIS28","CSSRAT16","GENACT05","COLACT19","COLACT17","FATHEDUC","MOTHEDUC","RACEGROUP","UndrRepStud_RC","FINCON_RC","FirstGen_RC","INCOME","HSGPA","CITIZEN","PLANLIVE","DSstud_RC","SIFRAT01","SIFRAT07","SIFMAJA","CSSHPW01","CSSHPW02","CSSHPW03","CSSHPW05","CSSHPW08","COLLGPA","Success_Latent","HistDisadv_fs","InstitEngage_fs"
5,4,5,5,5,3,5,3,3,4,4,3,3,4,4,4,5,3,1,2,5,3,1,0,1,1,8,6,2,3,1,4,4,10,4,8,5,1,1,4,0.120118371760654,0.204267042378157,-0.170855002002355
4,4,3,4,4,4,4,2,3,2,2,4,3,2,3,2,4,3,1,2,8,6,2,0,1,0,10,7,2,3,1,4,4,9,5,3,7,4,1,4,-0.566837097427444,-0.0881677625314974,-0.978477185527979
5,5,5,5,4,5,4,2,2,3,4,4,4,4,4,4,4,3,1,2,8,6,2,0,0,0,10,7,2,3,1,4,3,3,6,6,5,5,2,5,-0.0132023596756852,-0.169724180008973,-0.0289264277926778
4,4,4,4,4,4,4,3,3,5,2,4,4,4,4,5,4,2,1,1,8,6,2,0,1,0,10,7,2,3,1,4,3,14,6,6,8,5,5,5,0.0437666564572614,-0.0881677625314974,-0.0976514555814979
5,4,5,4,4,5,5,3,2,5,4,4,5,5,5,5,4,3,1,1,5,6,3,1,1,1,11,8,2,3,1,4,5,4,7,5,4,1,1,6,0.0437666564572614,-0.0608042369693879,0.641576260089826
4,4,4,4,3,4,4,3,3,4,5,5,4,4,4,5,4,2,1,1,4,6,3,1,1,1,12,8,2,3,1,4,4,7,7,6,6,5,3,5,-0.214778948807454,-0.212462042455848,0.207823117501538
4,4,5,4,5,4,4,2,3,5,3,4,4,4,4,4,3,2,1,1,6,5,2,0,1,1,11,8,2,3,1,5,5,2,8,5,6,4,3,4,-0.041180761757672,-0.134696052042707,0.0379045740128151
4,4,5,4,4,4,5,3,3,5,3,4,4,4,1,5,3,2,1,1,6,6,1,0,2,1,12,8,2,3,1,4,5,7,5,7,4,2,4,5,0.0437666564572614,-0.202858002070263,-0.309687546614316
5,5,5,5,4,4,4,3,3,5,5,5,5,4,5,5,3,3,1,1,6,6,1,0,0,1,12,8,2,3,1,4,4,6,7,7,6,1,3,5,0.334847517274045,-0.375607980676616,0.668002763320065
5,5,5,5,4,4,3,3,2,2,3,3,4,5,5,4,3,2,1,2,6,6,1,0,1,1,12,8,2,3,1,4,4,8,4,5,4,2,1,5,0.145675190540327,-0.289792057377972,-0.0406824065137758
4,4,4,4,4,4,4,3,3,2,4,3,3,5,4,4,3,2,1,2,6,6,1,0,2,1,11,8,2,3,1,4,4,15,5,6,7,6,3,6,-0.140488137621743,-0.0503220682970358,-0.264112507038086
4,4,5,4,5,4,4,3,3,5,4,4,5,5,5,5,4,1,1,1,6,8,1,0,0,0,12,6,2,3,1,4,3,3,4,6,8,5,1,5,0.310772166726024,-0.463892244133779,0.641576260089826
4,4,4,4,4,4,5,2,3,4,4,4,4,5,1,4,3,2,1,2,8,6,1,0,0,0,10,8,2,3,1,4,5,3,5,4,5,4,3,4,-0.297088611476105,-0.169724180008973,-0.166195506355831
4,5,5,4,4,5,5,3,3,4,4,4,5,4,4,5,4,2,1,2,8,7,1,0,1,0,10,7,2,3,1,4,4,3,6,6,5,2,3,5,0.334847517274045,-0.0881677625314974,0.315389177816805
5,4,5,4,4,4,4,2,3,3,4,3,4,3,4,4,4,2,1,1,8,7,1,0,1,0,8,7,2,3,1,4,4,3,5,5,4,3,1,5,-0.297088611476105,0.116090201230501,-0.138055954156752
5,5,5,5,4,4,4,2,3,5,5,3,4,4,5,5,4,2,1,2,8,6,1,0,1,0,9,7,2,3,1,4,5,6,6,5,6,5,3,4,0.165419658719498,0.0225048686687753,0.424880673410485
5,5,5,4,5,4,5,3,3,4,4,3,5,4,5,4,3,3,1,2,8,6,1,0,1,0,10,7,2,3,1,4,4,4,7,8,5,4,5,5,0.41816368219865,-0.0881677625314974,0.431253218025849
5,4,5,5,4,4,5,3,3,5,3,5,4,3,4,5,3,3,1,1,8,6,1,0,1,0,10,8,2,3,1,4,5,7,8,6,5,3,3,4,0.0437666564572614,-0.0881677625314974,-0.0712249523512593
5,5,5,5,5,5,5,3,3,4,2,3,4,2,3,4,3,3,1,2,8,6,1,0,1,0,8,8,2,3,1,4,5,3,8,7,7,1,1,6,0.41816368219865,0.116090201230501,-0.532968064218593
4,4,4,4,4,4,4,3,2,2,4,4,4,2,3,4,3,2,1,1,8,7,1,0,1,0,8,7,2,1,1,4,4,10,4,3,4,3,1,5,-0.140488137621743,0.116090201230501,-0.464243036429773
4,4,5,4,5,4,3,2,2,4,4,4,5,4,4,4,4,2,1,2,8,6,1,0,2,0,8,7,1,3,1,4,4,4,5,5,5,2,4,5,-0.041180761757672,0.282071062434328,0.315389177816805
4,4,4,4,5,4,5,2,1,2,2,2,2,2,2,2,5,3,1,2,3,5,2,0,2,1,10,6,2,3,1,4,5,8,6,7,8,4,5,5,-0.311900022350819,0.0816160839865638,-1.3374633156466
5,4,5,5,4,5,4,3,3,5,5,3,5,1,5,5,5,2,1,1,6,8,1,0,0,0,11,5,2,3,1,4,3,13,7,6,8,6,4,6,0.0437666564572614,-0.304165128469162,0.340614184227842
5,5,5,5,4,5,5,3,3,4,5,5,5,3,5,5,5,2,1,2,6,8,1,0,0,0,12,6,2,3,1,4,5,13,6,6,8,6,1,5,0.334847517274045,-0.463892244133779,0.457679721256087
4,4,5,5,5,3,3,2,2,4,4,3,4,4,4,4,4,1,1,1,8,6,3,1,1,0,11,6,2,3,1,4,3,16,3,6,8,3,1,3,-0.041180761757672,-0.146539156215324,0.0722670879072252
5,5,5,5,4,4,5,3,3,5,5,5,5,5,5,5,4,3,1,2,8,6,3,1,1,0,12,7,2,3,1,4,5,3,7,5,7,6,1,5,0.334847517274045,-0.298719778814986,0.777132289684139
4,4,4,4,4,3,3,2,2,3,3,3,3,3,3,3,3,2,1,2,4,4,3,1,1,1,12,7,2,3,1,4,3,1,3,3,3,3,3,5,-0.452292440038533,-0.212462042455848,-0.632598113869689
5,4,5,5,4,5,5,3,3,3,4,1,4,4,5,5,5,3,1,1,7,7,2,0,1,1,11,8,2,3,1,5,5,16,8,7,7,4,4,6,0.0437666564572614,-0.134696052042707,0.0869376124163658
4,4,5,4,3,4,3,3,3,2,4,1,4,3,3,4,4,2,1,1,6,6,1,0,1,1,12,7,2,3,1,4,4,6,7,5,6,5,3,5,-0.391208831407869,-0.289792057377972,-0.355113510065699
5,5,5,5,4,5,4,2,3,3,1,1,5,3,5,4,3,3,1,2,6,6,1,0,1,1,11,6,2,3,1,4,4,13,4,6,7,3,1,6,-0.0132023596756852,-0.134696052042707,-0.185737912821068
4,4,4,4,4,4,5,3,3,5,4,2,4,4,5,5,5,2,1,2,6,6,1,0,1,1,11,7,2,3,1,4,4,3,5,6,5,3,1,6,0.0437666564572614,-0.134696052042707,0.289324643816172
5,5,5,5,5,4,4,2,3,3,4,4,4,3,4,5,4,2,1,1,6,6,1,0,0,1,12,6,2,3,1,4,4,6,5,7,8,8,1,5,0.436069280573343,-0.375607980676616,-0.138055954156752
5,4,5,5,4,4,3,3,3,5,5,5,5,5,5,5,3,2,1,2,6,7,1,0,0,1,12,8,2,3,1,4,4,16,5,6,5,5,1,5,0.0437666564572614,-0.375607980676616,0.777132289684139
4,4,4,4,4,4,4,3,2,3,4,4,4,3,4,3,3,3,1,2,6,6,1,0,0,1,12,7,2,3,1,4,5,14,7,6,5,1,1,5,-0.301184460322696,-0.375607980676616,-0.138055954156752
4,4,5,4,5,4,4,3,3,3,4,2,4,3,5,4,4,1,1,2,6,6,2,0,1,1,8,7,1,3,1,5,3,5,4,5,4,4,4,5,0.120118371760654,0.291855319655361,-0.0221919139477086
5,5,5,5,5,4,5,3,3,5,4,4,5,5,5,5,5,2,1,2,7,7,2,0,0,1,10,8,2,3,1,5,5,5,6,6,5,1,4,4,0.637666740782074,-0.0834770608532479,0.641576260089826
5,5,4,5,5,4,3,2,2,5,4,4,5,5,4,4,4,2,1,2,4,3,1,0,1,1,7,7,2,3,1,4,5,3,3,6,8,3,4,5,0.241054132372064,0.30575840803601,0.525712219880782
4,4,4,4,5,4,4,3,3,5,4,4,4,2,4,5,5,2,1,1,5,3,1,0,0,1,7,7,2,3,1,4,4,2,4,5,7,6,2,5,0.310772166726024,0.224438205339364,-0.0447984491210207
4,5,4,5,5,4,5,3,3,4,3,2,5,3,5,4,5,3,1,2,5,3,1,0,1,1,10,8,2,3,1,4,5,16,7,7,4,1,2,6,0.41816368219865,-0.00146511699557332,0.186567662067461
4,4,5,4,3,4,3,2,3,3,3,4,4,2,4,4,3,2,1,2,4,3,1,0,2,1,9,7,2,3,1,4,4,15,4,4,5,1,2,5,-0.538935226006102,0.19088375840534,-0.38274151011514
5,4,5,5,5,4,4,3,3,5,4,4,4,4,5,5,4,2,1,1,3,3,2,0,1,1,8,7,2,3,1,4,4,7,7,6,6,3,4,5,0.310772166726024,0.204267042378157,0.289324643816172
4,3,4,3,4,4,4,2,3,3,4,3,4,2,2,4,3,2,1,1,3,3,2,0,0,1,10,7,2,3,1,4,4,13,7,6,7,2,5,5,-0.582996163355402,-0.0834770608532479,-0.478913560938914
4,4,4,4,4,4,3,2,3,3,3,3,3,2,2,4,3,3,1,1,8,6,1,0,1,0,12,5,2,3,1,4,3,4,5,6,7,2,1,5,-0.297088611476105,-0.377238302940992,-0.857591680442807
4,4,4,4,5,4,4,3,3,4,4,1,5,4,4,5,3,2,1,1,8,6,1,0,0,0,11,5,2,3,1,4,3,3,4,6,8,4,4,4,0.310772166726024,-0.304165128469162,0.315389177816805
4,4,4,4,4,4,4,2,2,3,4,4,4,3,4,4,4,2,1,1,8,6,1,0,2,0,12,4,2,3,1,4,4,3,3,5,6,5,1,3,-0.297088611476105,-0.289874096542315,-0.138055954156752
5,5,5,5,4,5,4,3,3,5,4,4,4,2,5,4,4,2,1,1,6,8,2,0,1,0,11,8,2,3,1,4,5,3,6,5,5,4,3,6,0.145675190540327,-0.220976828316849,0.0710655910880229
5,5,5,5,4,4,4,2,3,4,4,4,4,1,3,4,3,2,1,2,6,8,2,0,1,0,12,8,2,3,1,4,4,2,5,7,7,4,3,5,-0.0132023596756852,-0.377238302940992,-0.370985531394042
4,4,4,4,4,4,4,2,3,4,4,2,4,2,4,4,4,2,1,2,6,8,2,0,1,0,12,7,2,3,1,4,4,7,4,6,8,8,3,3,-0.297088611476105,-0.377238302940992,-0.145991964820924
4,4,5,4,4,5,5,3,3,3,3,3,3,2,4,4,4,2,1,1,6,8,2,0,1,0,11,8,2,3,1,4,5,2,4,5,6,4,3,5,-0.140488137621743,-0.220976828316849,-0.62586360002472
4,4,5,5,5,4,4,3,3,4,4,2,5,4,4,5,4,2,1,1,5,6,3,1,1,1,7,8,2,3,1,4,4,13,5,6,4,2,1,5,0.310772166726024,0.375018863561732,0.315389177816805
4,4,5,4,4,4,4,3,2,4,4,4,4,4,4,4,4,2,1,1,3,4,2,0,2,1,10,5,2,3,1,4,4,6,5,5,5,2,2,5,-0.140488137621743,0.0816160839865638,0.0722670879072252
4,4,5,4,5,5,5,3,3,4,4,4,4,4,4,4,4,2,1,1,6,5,1,0,1,1,9,7,2,2,1,4,4,15,6,6,5,2,4,6,0.120118371760654,0.109350976717088,0.0722670879072252
5,4,5,5,4,3,3,3,2,3,4,5,4,5,4,4,3,2,1,2,6,5,1,0,1,1,10,6,2,3,1,4,3,7,6,6,6,1,1,5,-0.140488137621743,-0.00146511699557332,0.0802030985713966
5,5,5,5,5,4,4,3,3,4,5,5,5,4,4,5,4,2,1,1,6,6,2,0,1,1,12,7,2,3,1,4,5,3,6,4,6,5,2,5,0.637666740782074,-0.289792057377972,0.450945207411118
5,4,5,4,4,4,3,3,3,4,4,4,5,4,4,4,3,3,1,2,6,6,1,0,1,1,11,8,2,3,1,5,5,8,8,8,8,3,4,5,-0.140488137621743,-0.134696052042707,0.315389177816805
4,4,5,4,4,5,4,3,2,4,4,1,4,5,1,5,3,3,1,2,7,6,1,0,0,1,12,8,2,3,1,5,5,16,5,6,4,1,1,5,0.0437666564572614,-0.375607980676616,-0.166195506355831
5,4,5,4,5,5,5,3,3,4,5,5,5,3,4,5,4,3,1,1,7,6,1,0,0,1,12,8,2,3,1,5,4,13,7,5,5,1,4,6,0.310772166726024,-0.375607980676616,0.341815681047044
4,4,5,4,4,4,4,3,2,3,4,2,4,2,2,4,3,3,1,2,7,6,1,0,0,1,12,8,2,3,1,5,5,8,6,6,5,1,3,5,-0.140488137621743,-0.375607980676616,-0.478913560938914
4,4,5,5,5,5,3,3,3,5,5,4,4,5,4,5,3,2,1,2,6,6,1,0,1,1,11,8,2,3,1,5,4,9,4,6,6,1,3,6,0.310772166726024,-0.134696052042707,0.418146159565515
5,5,5,5,4,4,3,3,3,4,5,3,5,4,3,5,4,3,1,2,6,6,1,0,0,1,11,8,2,3,1,5,3,6,4,6,8,4,2,6,0.334847517274045,-0.217804187793027,0.335081167202075
5,4,5,5,5,5,5,3,3,5,4,5,4,4,5,5,4,2,1,1,6,6,1,0,0,1,11,8,2,3,1,5,5,2,4,6,5,4,3,6,0.310772166726024,-0.217804187793027,0.289324643816172
5,4,5,4,4,5,3,2,3,4,5,5,5,4,4,5,4,2,1,2,6,7,1,0,1,1,12,7,2,3,1,5,3,6,4,5,7,4,4,5,-0.116465254366549,-0.289792057377972,0.450945207411118
4,4,5,5,4,4,4,3,3,5,4,4,4,4,5,4,4,3,1,2,6,6,1,0,0,1,11,8,2,3,1,5,5,5,8,7,8,5,2,5,-0.140488137621743,-0.217804187793027,0.289324643816172
4,4,4,4,4,5,4,3,3,4,4,4,4,4,5,5,4,2,1,1,6,6,1,0,0,1,12,7,2,3,1,5,4,15,4,6,8,1,3,6,0.0437666564572614,-0.375607980676616,0.188131128116269
4,5,5,5,4,5,3,3,2,4,4,5,4,3,4,4,3,2,1,1,6,7,1,0,0,1,12,7,2,3,1,5,4,9,4,4,4,3,5,6,0.145675190540327,-0.375607980676616,-0.0368624384568492
4,4,5,4,5,5,4,3,3,4,4,4,4,4,5,5,4,2,1,2,7,6,1,0,0,1,11,8,2,3,1,5,5,13,4,6,8,5,4,5,0.310772166726024,-0.217804187793027,0.188131128116269
5,5,5,5,5,5,5,3,3,5,4,5,5,5,5,5,5,2,1,1,6,6,1,0,1,1,11,8,2,3,1,5,5,2,7,8,6,6,3,5,0.637666740782074,-0.134696052042707,0.641576260089826
4,4,5,4,4,5,5,3,3,4,4,5,4,3,4,4,3,2,1,2,6,6,1,0,0,1,11,8,2,3,1,5,5,7,6,6,4,1,5,6,-0.140488137621743,-0.217804187793027,-0.0368624384568492
4,5,5,4,5,5,4,3,3,4,4,4,4,4,4,4,2,2,1,2,6,6,1,0,0,1,12,8,2,3,1,5,5,3,8,7,5,1,4,6,0.41816368219865,-0.375607980676616,0.0722670879072252
4,4,5,5,4,5,4,3,3,4,4,4,4,4,4,4,4,2,1,1,7,6,1,0,1,1,12,8,2,3,1,5,5,13,5,4,6,1,2,6,-0.140488137621743,-0.289792057377972,0.0722670879072252
5,5,5,5,4,4,4,3,2,5,5,5,5,4,1,4,4,2,1,1,5,3,3,1,1,1,7,8,2,1,1,4,3,15,4,7,3,1,1,5,0.145675190540327,0.375018863561732,0.20454660248389
4,4,4,4,4,4,4,3,3,3,4,3,4,3,3,4,3,2,1,2,8,8,1,0,0,0,11,7,2,3,1,4,4,13,6,6,6,4,2,5,-0.140488137621743,-0.304165128469162,-0.253919994365796
5,4,5,4,5,4,4,3,3,4,4,4,4,4,5,5,4,2,1,2,8,8,1,0,1,0,11,7,2,3,1,4,4,2,4,5,5,2,2,5,0.310772166726024,-0.220976828316849,0.188131128116269
5,4,5,5,5,4,4,3,3,5,4,1,5,3,5,5,3,3,1,2,8,8,1,0,1,0,12,3,2,3,1,4,4,6,6,5,7,4,2,6,0.310772166726024,-0.377238302940992,0.423317207361677
5,5,5,5,3,5,5,3,2,3,4,2,5,5,5,5,4,3,1,2,8,8,1,0,1,0,11,6,2,3,1,4,5,8,8,6,4,4,1,6,0.0627945065722492,-0.220976828316849,0.43918922869002
5,3,5,4,4,4,3,2,3,5,4,5,3,5,5,5,5,3,1,1,6,5,3,1,1,1,9,7,2,3,1,4,4,16,4,5,8,3,7,5,-0.416048847780856,0.179447991521837,0.155332080270666
5,5,5,5,4,4,3,2,3,2,4,4,4,4,4,4,4,2,1,2,6,6,2,0,1,1,11,7,2,2,1,4,4,3,4,1,4,4,2,4,-0.0132023596756852,-0.134696052042707,-0.130119943492581
5,5,5,5,5,3,4,3,3,3,3,3,4,4,4,3,4,3,1,2,6,6,2,0,1,1,11,6,2,3,1,4,5,16,5,6,6,4,1,3,0.237024930228086,-0.134696052042707,-0.164482457386991
5,4,5,4,4,4,5,3,3,4,5,4,5,5,5,4,3,2,1,1,6,5,3,1,1,1,8,7,2,3,1,4,4,15,6,6,5,4,1,5,-0.140488137621743,0.273687862489331,0.675938773984236
5,5,5,5,4,4,4,2,2,3,3,4,4,3,5,4,2,3,1,2,5,3,2,0,0,1,10,8,2,3,1,4,4,5,5,6,3,3,3,4,-0.0132023596756852,-0.0834770608532479,-0.157747943542022
4,4,4,4,4,4,4,2,2,3,4,2,3,3,4,4,4,3,1,2,8,7,2,0,1,0,9,6,1,3,1,4,4,13,5,6,6,4,1,5,-0.297088611476105,0.11328879508483,-0.381178044066332
4,4,5,4,4,3,3,2,2,5,4,3,5,4,4,4,3,2,1,1,8,7,2,0,1,0,10,7,2,3,1,4,4,16,7,6,5,1,1,5,-0.297088611476105,-0.0881677625314974,0.416582693516708
4,4,4,4,4,5,4,2,2,2,3,3,3,3,2,3,3,2,1,1,8,8,2,0,1,0,11,8,2,3,1,4,4,9,4,5,4,3,3,6,-0.452292440038533,-0.220976828316849,-0.849655669778635
5,5,5,5,4,3,3,2,3,4,4,3,4,2,4,4,4,3,1,1,8,8,2,0,2,0,11,7,2,3,1,4,3,2,5,5,5,4,1,4,-0.0132023596756852,-0.136700016807631,-0.145991964820924
5,5,5,5,5,3,3,2,2,4,4,4,5,4,4,5,3,3,1,1,5,5,2,0,1,1,8,6,2,3,1,3,4,7,7,5,4,4,5,4,0.436069280573343,0.204267042378157,0.315389177816805
4,4,4,4,4,4,4,3,3,4,4,4,4,3,4,4,5,2,1,2,8,8,1,0,0,0,11,7,2,2,1,4,3,3,6,6,4,4,3,5,-0.140488137621743,-0.304165128469162,-0.0368624384568492
5,5,5,5,4,4,4,3,3,5,5,4,5,5,5,5,4,2,1,2,8,8,1,0,0,0,12,8,2,3,1,4,5,8,8,6,8,4,6,5,0.334847517274045,-0.463892244133779,0.777132289684139
5,5,5,5,5,4,5,3,3,4,5,3,4,4,4,4,5,1,1,2,8,8,1,0,1,0,11,6,2,3,1,4,4,12,8,7,8,5,5,4,0.41816368219865,-0.220976828316849,0.207823117501538
5,4,5,4,3,4,4,3,2,2,5,4,5,2,2,4,5,2,1,2,8,8,1,0,0,0,11,8,2,3,1,4,4,2,6,5,6,4,1,5,-0.391208831407869,-0.304165128469162,-0.201428957134924
4,4,4,4,4,5,4,2,3,4,4,4,4,4,4,4,3,2,1,1,8,8,1,0,0,0,12,8,2,3,1,4,3,3,5,6,8,6,1,6,-0.297088611476105,-0.463892244133779,0.0722670879072252
5,5,5,5,5,3,3,3,3,4,4,4,4,2,4,4,3,2,1,2,8,8,1,0,0,0,12,7,2,3,1,4,4,2,7,6,8,5,2,5,0.41816368219865,-0.463892244133779,-0.145991964820924
5,5,4,4,4,4,3,2,3,4,4,4,5,3,4,4,3,3,1,2,8,8,1,0,0,0,12,6,2,3,1,4,5,2,7,6,7,5,3,5,-0.0132023596756852,-0.463892244133779,0.206259651452731
4,4,5,5,5,4,4,3,3,3,4,4,4,3,3,4,3,3,1,1,8,8,1,0,0,0,12,5,2,3,1,4,4,10,7,7,6,4,4,4,0.120118371760654,-0.463892244133779,-0.253919994365796
4,4,4,4,4,4,4,3,3,3,4,3,3,4,4,3,3,2,1,2,8,8,1,0,0,0,12,7,2,1,1,4,3,16,3,5,5,4,1,5,-0.301184460322696,-0.463892244133779,-0.272048517702258
5,4,5,4,5,3,4,2,3,3,4,4,4,2,3,4,4,3,1,1,5,6,1,0,1,1,11,7,2,3,1,4,4,3,6,6,4,4,4,5,-0.041180761757672,-0.134696052042707,-0.36304952072987
5,4,4,4,4,4,4,2,3,3,4,3,3,2,3,3,3,3,1,1,5,5,1,0,0,1,12,6,2,3,1,4,3,16,7,6,6,1,1,5,-0.452292440038533,-0.375607980676616,-0.60617161063945
5,4,5,4,4,4,4,3,3,3,4,4,4,4,4,4,4,3,1,1,4,4,1,0,1,1,11,6,2,3,1,4,4,15,6,6,5,2,1,4,-0.140488137621743,-0.134696052042707,-0.0289264277926778
5,4,5,5,4,4,5,3,2,4,4,5,5,4,4,5,4,2,1,2,5,5,1,0,1,1,12,6,2,3,1,4,4,2,5,4,5,6,3,4,0.0437666564572614,-0.289792057377972,0.315389177816805
5,5,5,5,5,4,4,3,3,3,4,3,4,3,4,4,3,2,1,1,6,6,3,1,1,1,10,7,2,3,1,4,4,13,6,5,6,4,3,5,0.41816368219865,0.0704993261119914,-0.138055954156752
4,4,5,4,4,4,4,3,3,2,4,4,4,4,4,4,3,2,1,1,5,6,1,0,1,1,9,6,2,3,1,4,3,14,4,7,8,4,4,4,-0.140488137621743,0.109350976717088,-0.130119943492581
4,4,5,5,5,4,4,3,3,4,4,4,4,4,4,5,3,2,1,1,7,7,1,0,1,1,7,6,2,3,1,4,4,4,7,6,4,3,4,5,0.310772166726024,0.30575840803601,0.0722670879072252
5,4,4,4,5,4,4,3,3,3,3,4,3,3,4,4,4,2,1,2,6,6,1,0,0,1,8,6,2,1,1,4,5,5,6,6,5,4,2,4,0.120118371760654,0.123520807206761,-0.516734073660645
5,5,5,5,4,5,3,3,3,5,4,4,5,2,5,5,4,2,1,1,7,7,1,0,1,1,11,7,2,2,1,5,5,6,6,6,5,2,4,6,0.334847517274045,-0.134696052042707,0.314187680997603
5,4,4,4,3,3,4,3,2,4,4,4,4,3,4,4,3,3,1,2,7,7,1,0,1,1,11,8,2,3,1,5,5,7,8,7,6,3,1,4,-0.391208831407869,-0.134696052042707,-0.0368624384568492
5,5,5,4,4,4,4,3,3,4,4,3,4,4,3,4,2,2,1,2,6,6,1,0,1,1,12,8,2,3,1,5,5,5,7,7,4,4,3,5,0.145675190540327,-0.289792057377972,-0.0435969523018184
5,5,5,5,5,4,4,3,3,4,5,3,5,4,5,5,4,2,1,2,6,6,1,0,0,1,11,7,2,3,1,5,4,16,5,5,5,1,3,5,0.637666740782074,-0.217804187793027,0.566809247620162
5,4,5,5,4,5,5,3,3,4,5,3,4,4,4,5,5,2,1,1,6,6,1,0,0,1,12,8,2,3,1,5,5,2,6,7,7,5,3,5,0.0437666564572614,-0.375607980676616,0.207823117501538
5,4,5,4,4,5,4,3,3,3,3,3,3,3,4,4,3,2,1,1,6,6,1,0,0,1,11,7,2,3,1,5,4,3,2,6,7,7,1,5,-0.140488137621743,-0.217804187793027,-0.516734073660645
4,4,5,3,3,4,3,2,3,5,3,3,3,4,3,5,3,2,1,1,6,6,1,0,0,1,12,6,2,1,1,5,4,4,5,7,6,4,4,5,-0.364464263153073,-0.375607980676616,-0.321081556105808
4,4,4,4,5,4,3,2,3,4,3,4,5,4,4,5,4,2,1,2,6,6,1,0,0,1,11,8,2,3,1,5,4,7,5,7,6,1,4,5,0.14050272419661,-0.217804187793027,0.179833148222492
5,5,5,5,3,4,5,3,2,5,5,4,5,5,5,4,3,3,1,2,6,6,1,0,1,1,12,7,2,3,1,5,5,8,7,6,8,8,3,5,-0.110296568749038,-0.289792057377972,0.777132289684139
5,4,5,4,4,4,4,3,3,5,4,3,5,4,4,4,4,3,1,2,6,6,1,0,1,1,11,7,2,3,1,5,5,13,8,6,7,3,4,5,-0.140488137621743,-0.134696052042707,0.416582693516708
4,4,5,4,5,4,5,3,3,5,5,3,4,3,1,5,5,2,1,1,6,6,1,0,1,1,12,7,2,3,1,5,4,4,5,5,8,5,7,5,0.310772166726024,-0.289792057377972,-0.147705013789764
4,4,4,4,4,3,3,3,3,3,4,4,4,2,3,4,3,2,1,1,8,8,2,0,0,0,12,8,2,3,1,4,4,2,7,8,8,7,5,4,-0.140488137621743,-0.463892244133779,-0.36304952072987
4,4,4,4,3,5,3,2,2,5,4,3,4,3,4,4,4,2,1,2,4,5,3,1,0,1,12,7,2,3,1,4,5,8,4,6,7,6,3,5,-0.538935226006102,-0.296352077561426,0.0643310772430537
4,4,5,5,4,5,5,3,2,2,4,5,5,4,5,4,4,2,1,1,5,5,3,1,0,1,11,8,2,3,1,4,5,8,6,5,5,3,3,6,-0.140488137621743,-0.142574883985761,0.228866186626043
5,4,4,4,4,4,5,2,2,4,4,4,4,4,4,4,4,2,1,1,5,6,1,0,1,1,9,7,2,3,1,4,5,7,4,5,5,5,3,5,-0.297088611476105,0.109350976717088,0.0722670879072252
4,5,5,4,5,4,2,2,3,4,3,5,5,3,5,4,3,2,1,1,5,6,1,0,1,1,7,7,2,3,1,4,4,12,4,6,6,3,3,5,0.241054132372064,0.30575840803601,0.186567662067461
4,3,5,3,3,5,4,2,2,3,3,3,3,3,3,3,4,3,1,1,5,6,1,0,1,1,7,7,2,3,1,4,4,9,3,5,5,4,1,6,-0.928429599371156,0.30575840803601,-0.632598113869689
5,5,3,5,5,5,3,3,3,4,1,4,5,4,3,5,3,2,1,2,5,6,1,0,1,1,8,7,2,3,1,4,4,6,4,4,5,4,1,6,0.637666740782074,0.204267042378157,-0.207142951175178
5,5,5,5,4,4,3,3,3,5,4,2,5,2,4,4,4,2,1,1,5,6,1,0,1,1,8,8,2,3,1,4,3,16,4,6,8,4,3,5,0.145675190540327,0.204267042378157,0.198323640788559
5,5,5,5,5,4,3,3,3,2,5,5,5,4,5,5,5,2,1,1,6,5,3,1,0,1,11,7,2,3,1,4,4,15,4,6,8,5,4,5,0.637666740782074,-0.142574883985761,0.364422216220356
4,4,5,4,4,5,4,3,3,4,4,3,4,4,5,4,4,2,1,2,6,5,3,1,1,1,11,8,2,3,1,4,4,3,4,6,6,5,1,6,-0.140488137621743,-0.0608042369693879,0.188131128116269
5,5,5,5,4,4,5,3,3,5,4,4,5,4,5,5,4,3,1,1,6,8,1,0,0,0,12,7,2,3,1,4,4,13,5,5,5,2,4,6,0.334847517274045,-0.463892244133779,0.532446733725752
5,5,5,5,5,4,3,2,3,4,5,4,5,3,5,5,4,2,1,2,6,8,1,0,0,0,11,7,2,3,1,4,3,14,4,5,8,7,6,3,0.436069280573343,-0.304165128469162,0.457679721256087
5,5,5,5,3,3,4,3,3,4,5,3,5,2,4,4,3,3,1,1,6,8,1,0,1,0,11,8,2,3,1,4,5,16,3,7,8,5,1,4,-0.110296568749038,-0.220976828316849,0.232686154682969
4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,2,1,1,6,8,1,0,1,0,12,8,2,3,1,4,4,3,4,4,7,6,2,5,-0.297088611476105,-0.377238302940992,0.0722670879072252
4,5,5,5,4,4,4,3,3,3,3,4,5,2,5,4,2,2,1,2,6,5,1,0,1,1,12,6,2,3,1,4,4,9,6,6,7,5,1,5,0.145675190540327,-0.289792057377972,-0.0237553799965161
