"SLFCHG01","SLFCHG02","SLFCHG03","SLFCHG04","CSSRAT01","CSSRAT07","SUCCESS4","SATIS13","SATIS01","SATIS02","SATIS07","SATIS15","SATIS25","CSSRAT16","GENACT05","COLACT19","COLACT17","FATHEDUC","MOTHEDUC","RACEGROUP","UndrRepStud_RC","FINCON_RC","FirstGen_RC","INCOME","HSGPA","CITIZEN","PLANLIVE","DSstud_RC","SIFRAT01","SIFRAT07","SIFMAJA","CSSHPW01","CSSHPW02","CSSHPW03","CSSHPW05","CSSHPW08","HistDisadv"
4,4,4,4,5,5,3,4,5,5,5,3,5,3,3,1,2,7,8,1,0,0,0,14,7,2,3,1,4,5,12,8,8,5,6,3,-0.816975370790688
5,4,5,5,5,3,3,2,2,1,5,2,5,5,1,1,1,7,8,1,0,0,0,14,6,2,3,1,4,4,8,4,6,5,4,5,-0.816975370790688
4,4,4,4,5,5,2,5,4,5,4,5,4,4,2,1,1,8,6,1,0,1,0,12,6,2,3,1,5,4,7,7,8,7,3,4,-0.362981021838155
4,4,4,4,4,3,2,4,4,4,4,3,1,3,1,1,1,8,6,1,0,1,0,11,8,2,3,1,5,4,9,6,7,8,3,2,-0.211053130853549
3,4,5,5,5,5,3,5,5,3,4,4,5,5,1,1,2,8,7,1,0,1,0,11,8,2,3,1,5,5,8,4,6,8,4,4,-0.211053130853549
5,5,5,4,4,4,3,5,4,5,4,4,4,3,2,1,1,8,6,1,0,0,0,12,8,2,3,1,5,5,7,6,5,4,2,3,-0.448278988621203
4,4,4,4,4,4,3,4,5,4,4,4,3,3,2,1,1,3,5,2,0,1,1,4,8,2,3,1,4,4,3,5,6,5,2,3,0.537318103191587
5,5,4,5,5,5,3,2,4,4,3,2,4,5,2,1,2,7,8,1,0,1,0,12,7,2,3,1,4,5,16,3,5,8,6,3,-0.362981021838155
4,4,3,4,4,4,2,4,4,4,4,4,4,4,3,1,2,6,8,1,0,1,0,12,7,2,3,1,4,4,15,6,7,7,4,3,-0.362981021838155
5,4,4,5,4,5,3,4,4,4,4,4,4,4,2,1,2,6,8,1,0,1,0,11,7,2,3,1,4,5,12,7,6,5,5,4,-0.211053130853549
5,4,5,5,5,5,3,5,5,1,5,5,5,5,2,1,2,6,8,1,0,1,0,12,7,2,3,1,4,5,15,6,7,6,5,5,-0.362981021838155
5,5,5,5,4,4,3,5,5,3,4,5,5,4,2,1,2,3,5,3,1,1,1,9,6,2,3,1,3,4,15,5,5,8,1,3,0.171722347897922
5,5,5,5,5,5,3,5,5,5,4,5,5,3,2,1,1,7,8,1,0,0,0,11,8,2,3,1,4,4,16,6,7,8,7,2,-0.292714586252046
4,3,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1,6,6,2,0,1,1,11,6,2,3,1,4,3,3,8,8,7,7,4,-0.131372397305625
2,3,5,4,5,5,3,2,2,4,3,5,4,4,2,1,2,6,6,2,0,1,1,12,7,1,3,1,5,5,12,8,7,6,4,8,-0.178046376343604
5,5,5,5,4,4,3,5,4,3,4,4,5,4,2,1,2,8,8,2,0,0,0,8,7,2,3,1,4,4,4,6,5,6,2,3,0.0404575829593129
5,5,5,4,5,5,3,4,4,4,4,4,5,3,2,1,2,8,5,3,1,1,0,11,8,2,3,1,4,4,15,5,7,4,1,4,-0.140983827320575
4,4,4,4,4,4,3,3,4,4,4,3,4,4,2,1,1,5,5,3,1,1,1,8,8,2,3,1,4,4,3,6,6,6,6,4,0.265557685454061
5,5,5,5,4,5,2,4,4,4,4,4,4,4,2,1,2,5,5,3,1,2,1,10,8,2,3,1,4,5,2,8,8,4,3,3,0.145268840318003
4,4,4,4,4,4,3,4,5,1,4,4,4,3,2,1,2,8,8,2,0,0,0,14,8,2,3,1,4,4,1,7,6,7,6,4,-0.816975370790688
5,5,5,5,4,5,3,5,4,3,4,4,5,4,3,1,1,5,5,3,1,1,1,11,5,2,3,1,3,4,7,7,6,5,5,3,-0.0617836717056655
4,4,4,4,4,3,3,4,4,3,4,4,4,3,1,1,1,5,6,2,0,1,1,7,5,2,3,2,4,4,9,5,5,5,2,2,0.297508794071883
5,5,5,5,5,5,3,5,5,4,5,5,5,5,2,1,2,6,5,3,1,0,1,11,8,2,4,1,4,5,3,6,5,6,3,2,-0.142091186451136
4,5,5,5,4,4,2,5,3,4,4,3,4,3,3,1,2,6,5,4,1,0,1,12,6,2,5,1,4,4,5,5,6,4,3,3,-0.291694711497771
4,5,5,5,4,4,3,5,5,3,5,4,5,4,2,1,2,5,5,3,1,2,1,11,7,2,3,1,4,5,8,5,7,6,4,5,0.0198443694324482
5,5,5,5,5,5,3,5,4,1,5,5,5,2,3,1,2,4,6,1,0,2,1,10,8,2,3,1,4,4,13,8,1,5,2,2,0.0784965848997547
5,5,5,4,4,5,3,4,5,4,5,5,4,5,2,1,1,4,6,1,0,2,1,8,8,2,3,1,4,4,4,7,7,5,1,1,0.279866117759604
4,4,4,4,3,5,3,4,4,4,4,3,4,3,2,1,1,4,7,1,0,2,1,10,8,2,3,1,4,5,4,6,7,5,3,2,0.0784965848997547
4,4,4,4,4,5,2,5,4,4,4,5,2,4,2,1,1,5,6,1,0,2,1,10,8,2,3,1,4,4,15,4,7,8,5,1,0.0784965848997547
4,5,5,4,4,3,3,3,4,5,5,4,4,3,1,1,1,8,6,2,0,0,0,11,6,2,3,1,5,3,5,4,6,5,3,5,-0.292714586252046
4,4,5,4,4,5,2,3,2,3,3,3,4,5,3,1,2,8,8,1,0,1,0,9,7,2,3,1,4,5,7,5,7,4,4,2,0.0253276426694064
4,4,4,2,5,5,3,2,4,3,4,2,3,5,2,1,2,8,8,1,0,2,0,10,6,2,3,1,4,5,4,3,5,4,4,2,-0.00196027433263968
5,5,5,5,5,5,3,4,4,5,3,3,4,5,2,1,2,8,8,1,0,1,0,10,6,2,3,1,4,4,4,8,6,7,6,1,-0.0831991516385535
5,4,5,4,4,4,3,3,5,3,4,2,3,4,2,1,1,7,5,3,1,1,1,10,7,2,3,1,4,4,4,5,7,4,3,1,0.0646735189765347
5,5,5,5,4,5,3,4,4,4,5,1,4,5,2,1,1,6,8,2,0,1,0,11,7,2,3,1,4,4,16,7,5,5,1,1,-0.211053130853549
4,4,5,4,3,4,3,4,4,4,4,3,4,3,2,1,1,5,6,2,0,1,1,8,5,2,3,1,3,4,15,4,6,5,3,3,0.200130845736632
5,5,5,5,4,3,3,3,4,4,4,3,1,3,3,1,1,3,5,1,0,1,1,11,7,2,3,1,4,5,13,8,7,8,6,3,-0.131372397305625
5,5,5,5,4,5,2,3,5,2,4,3,4,4,2,1,2,8,6,1,0,1,0,12,6,2,3,1,3,5,15,5,5,4,4,4,-0.362981021838155
4,4,4,4,3,4,3,4,4,2,4,4,3,3,1,1,1,6,3,1,0,1,1,11,6,2,3,1,4,4,4,4,7,6,1,4,-0.131372397305625
4,4,4,4,3,3,2,2,3,3,4,3,4,3,2,1,1,6,3,1,0,1,1,12,6,2,3,1,4,4,3,5,6,8,5,4,-0.282031296498387
5,5,5,5,3,3,2,5,5,5,5,5,5,3,2,1,2,6,6,2,0,2,1,10,4,2,3,1,3,3,15,5,7,3,1,1,0.0784965848997547
5,5,5,5,3,4,3,4,3,3,2,2,5,4,2,1,2,4,5,1,0,1,1,9,5,2,3,1,3,5,7,3,7,8,3,4,0.105595258883431
4,4,4,4,3,4,3,4,4,4,4,4,4,3,2,1,2,4,4,1,0,0,1,7,4,2,5,1,3,3,15,4,5,7,5,3,0.217819083601004
4,4,4,4,5,5,2,2,2,3,3,2,2,4,3,1,2,7,5,1,0,1,1,11,8,2,3,1,5,4,3,4,5,5,4,3,-0.131372397305625
4,3,5,3,4,4,2,4,4,5,3,4,4,4,3,1,1,5,5,1,0,1,1,5,7,2,3,1,4,5,7,5,7,5,4,1,0.456890433232495
5,5,5,5,5,5,3,5,5,4,5,5,5,3,3,1,1,5,6,1,0,1,1,10,8,2,3,1,5,5,13,4,8,8,5,1,-0.0031361190356389
4,4,5,4,5,4,3,4,4,5,4,4,4,4,2,1,2,5,6,1,0,0,1,9,8,2,3,1,5,5,12,5,6,5,2,1,0.026204365727479
5,4,5,4,4,4,2,3,4,4,4,2,4,3,3,1,2,5,6,1,0,1,1,11,8,2,3,1,4,5,15,5,7,8,1,1,-0.131372397305625
4,4,5,4,4,4,3,4,4,4,4,4,4,4,2,1,1,5,6,1,0,0,1,12,8,2,3,1,4,5,3,4,6,6,4,1,-0.366547958520816
4,4,4,5,4,4,3,4,4,4,4,4,4,4,2,1,1,8,8,2,0,1,0,12,7,2,3,1,4,4,13,5,4,6,5,2,-0.362981021838155
5,5,4,5,5,5,3,4,4,2,5,5,5,4,3,1,1,5,4,1,0,1,1,8,8,2,3,1,5,5,2,7,5,6,5,1,0.200130845736632
5,5,5,5,4,5,2,5,5,5,4,2,5,5,2,1,1,5,4,1,0,1,1,7,8,2,3,1,5,5,4,4,5,5,2,1,0.297508794071883
5,4,5,5,4,3,3,5,4,3,4,5,5,4,3,1,1,5,6,1,0,1,1,10,7,2,3,1,4,4,4,5,4,6,1,1,-0.0031361190356389
5,4,5,4,4,3,2,4,4,4,5,3,3,3,2,1,2,5,6,1,0,1,1,9,7,2,3,1,4,4,3,4,4,6,3,2,0.105595258883431
5,4,5,4,4,4,3,5,5,5,5,3,5,5,2,1,1,5,6,1,0,0,1,7,7,2,3,1,4,5,9,3,6,8,3,3,0.217819083601004
5,4,5,5,4,5,3,4,4,3,4,2,3,4,3,1,2,6,7,1,0,0,1,12,5,2,3,1,3,5,15,6,4,5,3,5,-0.366547958520816
5,4,5,5,4,4,2,4,3,3,4,3,4,4,1,1,2,6,6,1,0,1,1,11,4,2,3,1,3,4,7,6,6,6,4,4,-0.131372397305625
4,4,4,4,3,3,2,4,4,4,4,4,4,2,2,1,2,6,6,1,0,1,1,12,5,2,3,1,3,3,3,3,5,5,4,2,-0.282031296498387
4,5,5,5,4,5,3,4,4,3,5,4,5,5,3,1,2,6,6,1,0,1,1,12,4,2,3,1,3,3,4,4,6,7,8,1,-0.282031296498387
4,4,4,4,4,4,3,4,4,4,4,3,3,4,2,1,2,6,6,1,0,0,1,12,4,2,3,1,3,4,1,4,5,6,5,3,-0.366547958520816
5,4,5,5,4,4,3,5,3,3,4,2,4,2,2,1,1,4,6,1,0,1,1,11,6,2,3,1,3,3,16,4,5,6,6,4,-0.131372397305625
5,5,5,5,5,4,3,4,4,4,5,4,5,2,2,1,1,8,8,1,0,0,0,12,8,2,3,1,4,4,9,7,5,5,5,1,-0.448278988621203
5,5,5,5,4,3,3,5,5,4,5,5,5,4,2,1,1,5,6,1,0,1,1,9,6,2,3,1,3,4,4,4,5,8,4,2,0.105595258883431
4,4,4,4,3,4,2,3,4,4,4,5,4,3,3,1,1,5,6,1,0,1,1,7,6,2,3,1,3,4,16,5,6,5,1,3,0.297508794071883
5,3,5,4,4,4,3,5,4,3,5,3,5,4,2,1,2,5,6,1,0,1,1,8,7,2,3,1,4,4,7,8,7,4,2,4,0.200130845736632
4,4,5,4,4,4,2,5,3,3,3,2,3,4,3,1,2,5,6,1,0,0,1,10,8,2,3,1,4,5,2,6,6,6,5,1,-0.0836461388982
5,4,5,5,4,4,2,4,4,5,5,5,5,3,2,1,1,4,6,1,0,1,1,12,8,2,3,1,5,5,2,8,5,5,1,3,-0.282031296498387
5,4,5,5,3,3,3,4,5,3,4,2,5,3,2,1,2,7,6,1,0,1,1,14,6,2,3,1,4,3,16,7,8,7,6,2,-0.602593539567094
5,4,5,4,4,5,3,3,3,4,4,2,5,3,3,1,1,7,7,1,0,1,1,13,5,2,3,1,4,4,10,6,7,6,4,4,-0.431829612299917
5,5,5,5,4,4,1,4,4,4,4,4,4,4,2,1,1,6,6,1,0,0,1,14,7,2,3,1,4,4,3,5,6,5,4,3,-0.707837715485084
4,4,5,4,4,4,3,4,4,4,4,3,4,4,2,1,2,4,6,1,0,0,1,12,6,2,3,1,3,4,13,5,5,7,5,3,-0.366547958520816
4,4,4,4,4,4,3,4,4,3,4,4,4,4,2,1,1,8,6,1,0,0,0,12,5,2,3,1,3,5,6,5,5,5,5,5,-0.448278988621203
4,4,4,4,3,4,2,3,4,4,3,4,4,3,3,1,1,8,6,1,0,1,0,11,6,2,3,1,3,3,16,6,5,7,3,2,-0.211053130853549
3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,1,1,8,6,3,1,1,0,9,6,2,3,1,4,5,16,5,6,5,4,3,0.0912593570986852
4,4,5,4,4,3,2,3,4,3,3,2,3,2,3,1,2,6,8,3,1,1,0,7,7,2,3,1,4,3,3,5,6,5,3,2,0.278727958992923
4,5,5,5,5,4,3,4,5,5,5,2,2,5,1,1,1,6,8,3,1,0,0,9,7,2,3,1,4,3,14,5,6,6,3,2,0.0135686559851862
5,4,5,4,4,4,2,3,4,3,3,3,2,4,2,1,2,3,3,2,0,2,1,1,8,2,3,1,4,3,10,6,8,8,5,4,0.968813850875184
5,5,5,5,4,4,3,5,2,4,3,4,5,4,2,1,2,4,5,4,1,0,1,12,6,2,3,1,4,4,4,6,7,7,3,3,-0.291694711497771
4,4,4,4,4,4,3,4,4,3,4,4,4,3,3,1,1,6,6,1,0,0,1,12,7,2,3,1,4,3,15,5,6,8,4,4,-0.366547958520816
4,4,4,4,5,3,3,2,4,4,4,4,5,2,2,1,1,6,6,1,0,1,1,11,6,2,3,1,4,2,2,4,7,3,2,1,-0.131372397305625
5,5,5,5,4,5,3,5,5,5,5,5,5,4,1,1,2,6,5,1,0,1,1,13,7,2,3,1,4,4,4,3,4,5,5,3,-0.431829612299917
5,5,5,5,4,4,2,5,4,4,5,5,5,4,2,1,1,6,5,1,0,0,1,14,6,2,3,1,4,4,7,8,8,4,2,4,-0.707837715485084
4,4,4,4,4,4,3,4,4,4,3,3,4,4,2,1,2,6,3,1,0,1,1,10,8,2,3,1,4,5,15,5,7,6,4,3,-0.0031361190356389
5,4,5,4,4,4,3,4,5,3,5,4,4,4,2,1,1,6,3,1,0,1,1,9,7,2,3,1,4,4,8,6,5,8,5,4,0.105595258883431
4,4,4,4,3,4,2,2,3,2,3,2,3,5,3,1,1,6,3,1,0,1,1,10,7,2,3,1,4,5,13,4,4,5,5,3,-0.0031361190356389
5,5,5,5,5,5,3,5,5,4,5,5,5,4,3,1,2,6,3,1,0,0,1,10,6,2,4,1,4,5,13,7,5,8,5,5,-0.0836461388982
5,4,4,4,4,5,3,5,4,3,4,4,3,4,3,1,1,6,3,1,0,1,1,10,8,2,3,1,4,5,3,5,7,8,5,1,-0.0031361190356389
4,5,5,5,5,4,3,2,2,3,2,2,2,2,1,1,2,6,3,1,0,1,1,8,7,2,3,1,4,5,11,5,6,7,5,2,0.200130845736632
4,4,4,4,4,4,2,4,4,4,4,2,1,4,1,1,1,6,3,1,0,0,1,10,7,2,3,1,4,5,4,5,6,4,3,3,-0.0836461388982
5,5,5,5,5,5,3,4,4,4,4,3,3,4,2,1,2,6,3,1,0,1,1,8,8,2,3,1,4,3,16,7,8,7,4,2,0.200130845736632
4,4,4,5,4,4,3,3,4,4,4,3,4,5,2,1,1,6,3,1,0,1,1,10,7,2,3,1,4,5,7,7,7,7,4,3,-0.0031361190356389
5,5,5,5,3,3,3,5,5,3,4,5,4,3,2,1,2,7,3,1,0,2,1,9,7,2,3,1,4,5,3,8,3,8,1,1,0.185769070515378
5,5,5,5,4,5,3,3,3,4,4,4,4,4,3,1,2,7,5,1,0,1,1,11,8,2,3,1,5,4,13,7,6,5,2,2,-0.131372397305625
5,4,5,4,4,3,3,4,4,4,4,3,4,3,2,1,1,6,4,1,0,0,1,12,7,2,3,1,5,3,16,5,7,7,5,8,-0.366547958520816
4,3,5,4,5,4,3,5,4,3,4,3,4,3,2,1,1,6,5,1,0,0,1,12,8,2,3,1,5,5,16,7,6,5,4,3,-0.366547958520816
5,5,4,5,4,4,3,5,5,5,5,5,5,4,3,1,1,6,4,1,0,0,1,12,7,2,3,1,5,4,13,3,4,5,3,3,-0.366547958520816
5,4,5,4,5,4,3,5,4,5,4,4,4,5,2,1,2,6,5,1,0,0,1,11,6,2,3,1,5,3,3,2,4,8,2,2,-0.212952965925216
4,4,4,5,4,5,2,2,4,4,5,4,5,5,3,2,1,5,5,2,0,2,1,10,5,2,3,1,4,3,13,4,6,5,4,1,0.0784965848997547
4,4,5,4,5,5,3,3,4,4,5,5,5,5,2,1,1,6,6,3,1,1,1,11,8,2,2,1,5,4,10,7,6,4,4,3,-0.0617836717056655
5,4,5,5,4,3,3,5,4,5,5,4,5,4,2,1,2,8,5,1,0,1,0,9,7,2,3,1,4,4,4,6,8,5,1,3,0.0253276426694064
5,4,4,3,4,5,3,3,4,3,3,3,3,5,2,1,2,8,8,3,1,2,0,11,7,2,3,1,4,5,3,6,6,8,5,2,-0.059665600185452
4,4,5,3,4,4,3,4,4,3,3,3,4,2,2,1,2,6,6,2,0,0,1,14,6,2,3,1,4,4,13,4,7,5,2,3,-0.707837715485084
4,3,5,3,5,5,2,2,5,2,5,4,2,4,3,1,2,6,6,4,1,1,1,7,8,1,3,1,4,5,10,4,5,5,3,4,0.445268216346338
5,4,5,3,4,4,3,3,4,3,5,2,4,4,3,1,1,6,6,1,0,1,1,7,7,2,3,1,5,4,10,5,8,5,1,1,0.297508794071883
4,4,5,5,5,4,3,5,4,4,4,4,1,3,3,1,1,6,6,1,0,0,1,9,8,2,3,1,5,4,5,6,5,5,1,4,0.026204365727479
5,5,5,5,4,3,3,4,1,4,5,5,5,2,2,1,1,6,6,1,0,1,1,8,8,2,3,1,5,4,13,7,5,5,5,8,0.200130845736632
5,5,5,5,4,4,2,3,5,4,5,4,4,4,3,1,1,6,6,1,0,0,1,10,7,2,3,1,5,4,15,5,6,6,3,5,-0.0836461388982
4,4,4,4,4,5,2,2,4,3,4,3,4,4,2,1,1,6,6,1,0,0,1,10,7,2,3,1,5,5,15,8,7,6,3,1,-0.0836461388982
5,4,5,4,4,4,3,4,5,4,5,5,5,3,2,1,2,5,5,1,0,1,1,11,8,2,3,1,4,5,16,8,6,5,4,1,-0.131372397305625
5,5,5,5,5,5,3,4,4,4,5,5,4,4,2,1,1,4,5,1,0,1,1,11,8,2,3,1,4,4,3,6,5,5,1,4,-0.131372397305625
5,4,5,5,4,3,3,5,4,3,5,5,4,4,2,1,1,5,5,1,0,0,1,12,8,2,3,1,4,4,15,6,6,7,2,3,-0.366547958520816
3,3,3,3,5,5,2,4,4,3,4,3,4,5,1,1,2,6,3,2,0,1,1,8,8,1,3,1,4,4,2,4,4,4,4,4,0.286613634346307
5,4,5,4,4,5,2,4,3,4,4,3,5,4,1,1,1,8,6,1,0,0,0,12,7,2,3,1,5,5,14,4,6,8,8,1,-0.448278988621203
5,5,5,5,5,5,3,4,4,3,5,4,4,4,2,1,2,8,6,1,0,0,0,12,6,2,3,1,5,4,9,6,6,6,4,1,-0.448278988621203
4,4,4,4,4,3,3,4,4,4,4,4,4,4,2,1,2,5,5,2,0,1,1,9,8,2,3,1,5,3,14,5,6,5,1,5,0.105595258883431
5,5,5,5,4,3,3,4,4,3,4,3,4,4,2,1,2,6,6,1,0,0,1,12,5,2,6,1,4,4,15,5,7,8,8,6,-0.366547958520816
5,5,5,4,4,5,3,5,5,5,5,5,5,3,3,1,1,6,6,1,0,1,1,11,7,2,3,1,4,5,7,8,7,6,5,2,-0.131372397305625
5,5,5,5,4,4,3,4,4,1,4,4,4,3,2,1,1,6,7,1,0,0,1,12,5,2,3,1,4,4,4,6,8,5,4,3,-0.366547958520816
4,4,4,4,4,4,3,5,4,3,4,4,4,4,2,1,2,6,6,1,0,0,1,12,6,2,1,1,4,4,3,4,6,7,3,1,-0.366547958520816
5,4,5,4,4,4,3,4,5,5,4,4,5,3,3,1,2,6,8,1,0,1,0,11,8,2,3,1,5,5,2,5,6,5,2,4,-0.211053130853549
5,4,4,4,5,3,3,5,4,3,4,4,5,4,2,1,1,6,6,3,1,2,1,10,7,2,3,1,4,4,6,3,6,7,1,3,0.145268840318003
4,4,5,4,3,5,3,4,5,4,5,2,4,5,2,1,2,8,6,2,0,0,0,12,6,2,3,1,3,4,3,3,7,6,5,4,-0.448278988621203
4,4,5,4,5,4,3,4,4,3,4,4,4,4,3,1,2,6,6,1,0,2,1,9,8,2,3,1,5,4,13,5,8,5,1,2,0.185769070515378
4,4,5,5,5,5,3,4,4,4,4,4,4,3,2,1,1,6,6,1,0,1,1,9,8,2,3,1,5,5,2,7,7,5,3,3,0.105595258883431
4,4,4,4,3,3,3,4,3,3,2,4,4,3,2,1,2,6,6,1,0,1,1,9,8,2,3,1,5,4,16,4,7,4,1,2,0.105595258883431
4,5,5,5,5,5,3,2,3,4,5,5,5,4,3,1,1,6,6,1,0,1,1,10,8,2,3,1,5,4,4,8,7,6,2,5,-0.0031361190356389
5,5,5,5,4,2,3,2,4,4,4,2,4,2,3,1,1,6,6,1,0,0,1,9,8,2,3,1,5,5,9,6,5,5,3,3,0.026204365727479
4,4,5,5,4,4,3,5,4,4,5,4,4,2,2,1,1,6,6,1,0,0,1,9,8,2,3,1,5,5,2,4,6,6,1,1,0.026204365727479
5,5,5,5,4,4,3,5,4,4,5,3,3,4,1,1,2,5,6,1,0,1,1,12,7,2,3,1,4,5,2,5,4,7,7,1,-0.282031296498387
5,5,5,5,4,4,2,3,4,4,5,3,5,4,2,1,1,5,6,1,0,0,1,12,6,2,3,1,4,4,8,4,6,6,4,4,-0.366547958520816
5,5,5,5,5,4,3,5,4,4,5,4,4,3,2,1,2,4,6,1,0,2,1,11,8,2,3,1,4,5,13,8,7,5,1,2,-0.0484477914297681
5,5,5,5,4,4,2,4,4,4,5,4,5,2,1,1,1,6,6,2,0,1,1,12,7,2,3,1,4,5,10,4,4,7,4,5,-0.282031296498387
4,4,5,4,5,4,3,4,5,4,5,4,4,2,2,1,2,6,6,2,0,0,1,12,8,1,2,1,4,5,10,7,6,5,8,3,-0.258916737381956
5,5,5,5,4,4,3,3,5,1,5,3,4,3,3,1,1,8,8,2,0,1,0,12,7,2,3,1,4,5,16,8,5,5,1,1,-0.362981021838155
4,4,5,4,4,4,3,4,3,3,4,4,3,3,2,1,2,8,8,2,0,1,0,11,7,2,3,1,4,5,9,5,5,8,3,3,-0.211053130853549
4,4,5,5,3,3,2,2,4,5,5,4,5,3,2,1,1,8,6,2,0,1,0,11,8,2,3,1,5,4,11,5,5,5,2,3,-0.211053130853549
4,4,4,4,4,4,2,4,4,4,3,4,4,3,2,1,1,8,6,2,0,0,0,12,8,2,3,1,5,5,7,4,6,5,4,3,-0.448278988621203
5,5,4,5,4,4,2,2,4,4,4,3,4,4,3,1,2,8,6,2,0,1,0,12,5,2,3,1,5,4,13,7,6,4,3,3,-0.362981021838155
5,4,5,4,4,4,3,5,4,4,5,3,5,4,2,1,2,8,6,2,0,0,0,11,8,2,3,1,5,5,4,4,8,4,1,4,-0.292714586252046
4,5,4,4,4,5,3,4,4,4,5,4,4,4,1,1,1,5,3,1,0,0,1,11,6,2,1,1,4,4,7,5,6,6,3,1,-0.212952965925216
4,5,5,5,4,4,3,5,4,5,5,5,4,2,3,1,2,5,5,1,0,0,1,3,7,2,3,1,4,4,12,6,8,4,1,1,0.542068671950245
4,4,5,4,4,5,3,5,4,4,5,5,5,5,3,1,1,8,8,1,0,0,0,12,8,2,3,1,4,5,3,5,5,4,3,6,-0.448278988621203
5,4,5,4,4,4,2,3,4,4,5,4,5,4,2,1,2,8,8,1,0,0,0,12,7,2,3,1,4,4,10,5,5,6,3,5,-0.448278988621203
5,4,5,5,4,4,3,3,2,3,4,5,4,3,3,1,1,8,8,1,0,1,0,11,8,1,3,1,4,5,9,7,6,6,3,4,-0.112096049549608
5,4,4,4,5,4,2,2,4,4,4,3,5,1,3,1,2,8,8,1,0,0,0,12,7,2,3,1,4,4,2,6,8,7,8,1,-0.448278988621203
4,4,5,4,5,4,3,5,5,5,5,3,4,4,2,1,1,8,8,1,0,1,0,12,7,2,3,1,4,3,7,5,4,5,5,1,-0.362981021838155
5,4,5,5,4,5,3,5,5,4,5,5,5,4,2,1,2,8,8,1,0,0,0,12,8,2,3,1,4,5,15,5,5,6,5,3,-0.448278988621203
5,5,5,5,4,5,3,3,4,5,5,5,4,5,2,1,1,8,8,1,0,1,0,12,8,2,3,1,4,4,7,6,6,5,4,4,-0.362981021838155
5,5,5,5,5,5,3,4,4,3,4,4,4,5,3,1,1,3,5,2,0,1,1,12,6,2,3,1,4,4,14,7,7,8,4,1,-0.282031296498387
5,3,5,4,5,5,3,2,4,4,5,2,1,3,3,1,1,8,8,1,0,0,0,13,7,2,3,1,4,5,13,6,6,5,4,3,-0.594556629082805
5,4,5,4,4,5,3,5,5,5,5,5,5,3,3,1,2,8,8,1,0,0,0,14,8,2,3,1,4,5,14,6,5,5,3,2,-0.816975370790688
4,5,5,5,5,4,2,3,5,4,5,5,4,5,3,1,1,8,8,1,0,0,0,14,5,2,3,1,4,5,13,5,4,6,4,3,-0.816975370790688
5,5,5,5,5,3,3,4,4,4,5,4,5,4,2,1,2,8,8,1,0,1,0,14,7,2,3,1,4,5,7,4,6,6,5,5,-0.699352252559689
5,5,5,5,5,5,3,4,5,5,5,2,3,5,3,1,2,8,8,1,0,0,0,14,7,2,3,1,4,5,5,8,7,5,4,4,-0.816975370790688
4,5,4,4,4,4,3,2,4,3,3,4,3,5,1,1,1,8,8,1,0,0,0,13,7,2,3,1,4,3,3,5,5,5,5,4,-0.594556629082805
4,4,4,4,3,5,2,3,4,3,4,3,4,2,2,1,1,8,8,1,0,0,0,13,7,2,3,1,4,5,3,4,3,5,5,2,-0.594556629082805
5,5,5,5,4,3,3,4,5,4,5,5,1,3,2,1,2,8,8,1,0,0,0,14,7,2,3,1,4,4,4,6,6,5,5,4,-0.816975370790688
4,4,4,4,4,4,3,1,4,4,4,4,5,4,2,1,2,8,8,1,0,0,0,14,7,2,3,1,4,2,7,6,6,5,4,3,-0.816975370790688
5,4,5,5,4,5,2,4,5,5,5,4,4,3,2,1,2,8,8,1,0,0,0,14,8,2,3,1,4,4,7,6,5,4,2,3,-0.816975370790688
5,4,4,4,4,4,3,5,2,1,4,4,4,4,2,1,2,8,8,1,0,0,0,14,7,2,3,1,4,3,16,5,5,8,5,1,-0.816975370790688
5,5,5,5,4,3,2,4,5,1,4,5,5,4,2,1,1,8,8,1,0,0,0,14,6,2,3,1,4,2,16,7,5,5,4,1,-0.816975370790688
4,4,5,5,4,4,3,5,5,4,5,4,3,3,2,1,1,8,6,1,0,1,0,12,8,2,3,1,5,4,13,5,5,6,5,2,-0.362981021838155
4,4,5,5,5,5,3,4,4,3,5,5,5,3,2,1,1,8,6,1,0,1,0,11,8,2,3,1,5,4,4,7,5,7,1,1,-0.211053130853549
5,4,5,4,4,4,3,4,5,3,5,5,5,3,2,1,1,8,6,1,0,1,0,12,8,2,3,1,5,4,16,6,6,6,5,3,-0.362981021838155
4,4,5,4,5,4,3,3,3,3,4,4,3,3,3,1,1,8,6,1,0,0,0,11,8,2,3,1,5,3,3,7,7,4,4,7,-0.292714586252046
4,4,5,5,5,5,3,4,4,4,4,5,4,4,2,1,1,8,6,1,0,0,0,12,8,2,3,1,5,4,4,5,8,8,5,2,-0.448278988621203
4,4,5,4,5,4,3,3,5,3,4,4,4,1,2,1,2,8,6,1,0,1,0,12,8,2,3,1,5,5,12,5,8,8,3,3,-0.362981021838155
5,5,5,5,5,4,3,5,4,4,4,5,5,4,3,1,1,8,6,1,0,0,0,12,8,2,3,1,5,4,9,7,5,6,4,4,-0.448278988621203
5,5,5,5,5,5,3,5,4,5,5,5,5,3,3,1,2,8,6,1,0,1,0,12,8,2,3,1,5,5,2,6,7,5,2,1,-0.362981021838155
